"","Y","YTrain","YHat"
"1",210.00851318285,210.00851318285,177.935479388227
"2",175.021001625824,175.021001625824,177.935479727191
"3",154.71469756979,154.71469756979,177.935471443675
"4",175.243109495908,175.243109495908,177.935504357713
"5",183.916360466905,183.916360466905,177.935482571883
"6",177.146365332922,177.146365332922,177.935481251964
"7",110.086968181956,110.086968181956,177.935478866928
"8",180.631372797216,180.631372797216,177.935471551841
"9",159.435410145543,159.435410145543,177.935486175452
"10",164.592975769637,164.592975769637,177.935478478963
"11",100.987908200357,100.987908200357,177.935481695048
"12",198.228206261293,198.228206261293,177.935480505575
"13",187.82963117241,187.82963117241,177.93548039621
"14",157.84138736522,157.84138736522,177.93548056357
"15",148.050234351979,148.050234351979,177.935481635441
"16",188.24930460649,188.24930460649,177.9354809346
"17",169.86343600173,169.86343600173,177.935480985849
"18",169.408176223824,169.408176223824,177.935481259709
"19",216.315885847101,216.315885847101,177.935480893635
"20",179.561328251841,179.561328251841,177.935480875669
"21",205.179814460316,205.179814460316,177.935481271254
"22",177.019972456576,177.019972456576,177.935480961735
"23",173.425751730197,173.425751730197,177.93548097385
"24",187.335103704765,187.335103704765,177.935480832856
"25",185.86256533957,185.86256533957,177.935480937281
"26",214.89243209408,214.89243209408,177.9354809429
"27",191.429987475311,191.429987475311,177.935480734373
"28",210.630660642145,210.630660642145,177.93548049578
"29",179.904920537054,179.904920537054,177.935480901741
"30",161.62581096377,161.62581096377,177.935480870728
"31",188.781872648569,188.781872648569,177.935480824554
"32",199.447958873796,199.447958873796,177.935480839097
"33",145.413163562976,145.413163562976,177.935480844728
"34",92.1637220469275,92.1637220469275,177.935480835703
"35",212.840695305242,212.840695305242,177.935480840361
"36",168.217874378625,168.217874378625,177.935480841325
"37",149.823415966735,149.823415966735,177.935480835108
"38",163.73767640252,163.73767640252,177.935480838177
"39",215.359963025029,215.359963025029,177.935480834883
"40",183.051244177353,183.051244177353,177.935480833027
"41",144.402020552209,144.402020552209,177.935480838643
"42",186.639329327211,186.639329327211,177.935480831853
"43",188.781872648569,188.781872648569,177.935480829745
"44",260.052729523992,260.052729523992,177.935480827073
"45",209.996242029807,209.996242029807,177.935480825705
"46",170.045049066771,170.045049066771,177.935480831033
"47",192.909888532331,192.909888532331,177.935480832354
"48",145.085523776721,145.085523776721,177.935480838526
"49",142.345375302154,142.345375302154,177.935480830023
"50",142.247206077808,142.247206077808,177.935480833763
"51",166.107236055179,166.107236055179,177.93548082885
"52",166.971125229427,166.971125229427,177.935480831448
"53",148.284613375106,148.284613375106,177.935480833855
"54",181.559071967289,181.559071967289,177.935480840267
"55",137.657794839618,137.657794839618,177.935480830736
"56",183.117508403787,183.117508403787,177.93548083749
"57",202.609007897747,202.609007897747,177.935480831908
"58",216.028740865888,216.028740865888,177.935480826997
"59",213.741397938619,213.741397938619,177.935480827724
"60",126.284890199097,126.284890199097,177.935480824175
"61",190.487562921586,190.487562921586,177.935480830132
"62",250.999072808654,250.999072808654,177.935480829905
"63",159.630521478931,159.630521478931,177.935480830126
"64",256.881863577606,256.881863577606,177.935480829304
"65",204.288928749373,204.288928749373,177.935480831271
"66",165.474044558145,165.474044558145,177.9354808282
"67",190.23355005359,190.23355005359,177.935480828071
"68",173.965682464102,173.965682464102,177.935480825653
"69",172.867414266727,172.867414266727,177.935480825059
"70",173.430660191414,173.430660191414,177.935480824795
"71",207.137063370721,207.137063370721,177.93548082295
"72",213.10943355689,213.10943355689,177.935480822894
"73",194.83155109891,194.83155109891,177.935480825876
"74",215.910937796673,215.910937796673,177.935480826196
"75",179.627592478275,179.627592478275,177.93548082257
"76",211.695796726303,211.695796726303,177.935480820228
"77",162.508106867583,162.508106867583,177.935480822047
"78",182.988661296832,182.988661296832,177.935480819278
"79",169.408176223824,169.408176223824,177.935480816484
"80",195.356756449163,195.356756449163,177.935480814727
"81",183.024247640658,183.024247640658,177.935480815322
"82",166.820190046994,166.820190046994,177.935480812387
"83",177.464188196743,177.464188196743,177.935480812299
"84",166.610353329954,166.610353329954,177.935480810925
"85",119.993470033803,119.993470033803,177.935480808544
"86",169.533341984866,169.533341984866,177.935480810912
"87",231.398360052608,231.398360052608,177.935480811709
"88",121.65375704056,121.65375704056,177.935480808119
"89",203.836123202076,203.836123202076,177.935480806388
"90",122.920140034627,122.920140034627,177.935480804781
"91",180.179794365223,180.179794365223,177.93548080972
"92",185.588918626705,185.588918626705,177.935480809291
"93",160.01583568449,160.01583568449,177.935480805863
"94",199.51422310023,199.51422310023,177.935480807048
"95",218.524693394893,218.524693394893,177.935480808392
"96",159.630521478931,159.630521478931,177.935480802356
"97",154.913490249091,154.913490249091,177.935480805651
"98",229.141695007947,229.141695007947,177.935480805247
"99",192.633787588857,192.633787588857,177.935480809426
"100",157.064623377579,157.064623377579,177.935480803363
"101",144.128373839344,144.128373839344,177.935480805123
"102",190.734213097756,190.734213097756,177.935480806799
"103",146.380130422788,146.380130422788,177.935480805751
"104",174.411125319573,174.411125319573,177.935480801407
"105",199.034421016237,199.034421016237,177.935480802243
"106",166.107236055179,166.107236055179,177.935480805005
"107",198.536212202679,198.536212202679,177.935480803965
"108",150.386661891421,150.386661891421,177.935480805548
"109",141.363683058691,141.363683058691,177.935480788743
"110",182.199626156149,182.199626156149,177.935480802902
"111",175.158438539909,175.158438539909,177.935480817152
"112",245.508958937086,245.508958937086,177.935480797506
"113",150.846830130545,150.846830130545,177.935480798693
"114",178.66798831029,178.66798831029,177.93548079184
"115",171.913945675264,171.913945675264,177.935480783965
"116",168.771303380877,168.771303380877,177.93548079502
"117",169.935835804685,169.935835804685,177.935480796384
"118",156.678082056716,156.678082056716,177.935480795433
"119",178.975994251677,178.975994251677,177.935480796398
"120",164.175756566165,164.175756566165,177.935480797773
"121",189.251857810127,189.251857810127,177.935480795195
"122",212.732709158461,212.732709158461,177.935480792504
"123",203.512164761733,203.512164761733,177.935480792457
"124",146.272144276007,146.272144276007,177.935480793454
"125",149.857775195256,149.857775195256,177.935480792305
