"","Y","YTrain","YHat"
"1",210.00851318285,210.00851318285,157.986738112487
"2",175.021001625824,175.021001625824,148.954314722252
"3",154.71469756979,154.71469756979,151.733505861474
"4",175.243109495908,175.243109495908,142.434983638547
"5",183.916360466905,183.916360466905,156.952024536068
"6",177.146365332922,177.146365332922,150.079222520685
"7",110.086968181956,110.086968181956,155.233631420891
"8",180.631372797216,180.631372797216,153.622131762775
"9",159.435410145543,159.435410145543,157.986740027924
"10",164.592975769637,164.592975769637,156.446131299908
"11",100.987908200357,100.987908200357,152.796048798396
"12",198.228206261293,198.228206261293,152.796047615084
"13",187.82963117241,187.82963117241,157.986738261874
"14",157.84138736522,157.84138736522,143.223179941963
"15",148.050234351979,148.050234351979,156.952034105884
"16",188.24930460649,188.24930460649,153.622121346487
"17",169.86343600173,169.86343600173,151.452071954525
"18",169.408176223824,169.408176223824,153.622121645235
"19",216.315885847101,216.315885847101,155.233631597709
"20",179.561328251841,179.561328251841,153.622121616392
"21",205.179814460316,205.179814460316,167.44126380652
"22",177.019972456576,177.019972456576,153.622122658063
"23",173.425751730197,173.425751730197,153.622123675909
"24",187.335103704765,187.335103704765,151.452071833294
"25",185.86256533957,185.86256533957,156.446130838315
"26",214.89243209408,214.89243209408,161.985343479654
"27",191.429987475311,191.429987475311,153.622120862373
"28",210.630660642145,210.630660642145,156.446131753428
"29",179.904920537054,179.904920537054,162.469245144966
"30",161.62581096377,161.62581096377,154.998350732494
"31",188.781872648569,188.781872648569,150.476927354668
"32",199.447958873796,199.447958873796,161.985344174425
"33",145.413163562976,145.413163562976,151.733511340736
"34",92.1637220469275,92.1637220469275,153.622121612202
"35",212.840695305242,212.840695305242,153.622121611391
"36",168.217874378625,168.217874378625,156.952034271019
"37",149.823415966735,149.823415966735,148.954364637702
"38",163.73767640252,163.73767640252,153.622121612407
"39",215.359963025029,215.359963025029,150.476927353754
"40",183.051244177353,183.051244177353,154.711224536199
"41",144.402020552209,144.402020552209,142.434987301155
"42",186.639329327211,186.639329327211,167.441263801833
"43",188.781872648569,188.781872648569,153.622121611686
"44",260.052729523992,260.052729523992,150.197466888509
"45",209.996242029807,209.996242029807,148.954364637319
"46",170.045049066771,170.045049066771,153.622121611391
"47",192.909888532331,192.909888532331,153.622121611753
"48",145.085523776721,145.085523776721,151.452072074927
"49",142.345375302154,142.345375302154,153.622121611575
"50",142.247206077808,142.247206077808,142.434987303477
"51",166.107236055179,166.107236055179,162.019170863388
"52",166.971125229427,166.971125229427,178.87481292004
"53",148.284613375106,148.284613375106,142.434987302768
"54",181.559071967289,181.559071967289,160.619928863494
"55",137.657794839618,137.657794839618,151.600638666925
"56",183.117508403787,183.117508403787,157.98673785861
"57",202.609007897747,202.609007897747,151.529828056313
"58",216.028740865888,216.028740865888,151.952281481017
"59",213.741397938619,213.741397938619,142.43498730326
"60",126.284890199097,126.284890199097,154.711224535926
"61",190.487562921586,190.487562921586,161.985344175133
"62",250.999072808654,250.999072808654,148.954364634499
"63",159.630521478931,159.630521478931,153.622121611658
"64",256.881863577606,256.881863577606,155.233631797027
"65",204.288928749373,204.288928749373,155.233631797568
"66",165.474044558145,165.474044558145,167.441263801377
"67",190.23355005359,190.23355005359,148.954364633529
"68",173.965682464102,173.965682464102,155.233631795886
"69",172.867414266727,172.867414266727,158.06202935888
"70",173.430660191414,173.430660191414,154.711224536031
"71",207.137063370721,207.137063370721,152.654596033001
"72",213.10943355689,213.10943355689,151.529828056089
"73",194.83155109891,194.83155109891,151.452072076309
"74",215.910937796673,215.910937796673,167.441263799407
"75",179.627592478275,179.627592478275,160.619928863104
"76",211.695796726303,211.695796726303,153.622121611775
"77",162.508106867583,162.508106867583,144.181771384461
"78",182.988661296832,182.988661296832,143.223179660605
"79",169.408176223824,169.408176223824,150.079201754605
"80",195.356756449163,195.356756449163,145.865925942651
"81",183.024247640658,183.024247640658,162.019170860569
"82",166.820190046994,166.820190046994,155.233631777792
