"","Y","YTrain","YHat"
"1",210.00851318285,210.00851318285,173.636387985158
"2",175.021001625824,175.021001625824,161.19290627374
"3",154.71469756979,154.71469756979,167.298296556713
"4",175.243109495908,175.243109495908,165.605412558419
"5",183.916360466905,183.916360466905,165.676257795096
"6",177.146365332922,177.146365332922,171.426502645301
"7",110.086968181956,110.086968181956,166.715805532113
"8",180.631372797216,180.631372797216,174.229750565426
"9",159.435410145543,159.435410145543,167.690122927914
"10",164.592975769637,164.592975769637,158.721961502576
"11",100.987908200357,100.987908200357,170.137001670857
"12",198.228206261293,198.228206261293,160.73539069441
"13",187.82963117241,187.82963117241,173.113917790866
"14",157.84138736522,157.84138736522,157.129879524554
"15",148.050234351979,148.050234351979,168.744606344786
"16",188.24930460649,188.24930460649,168.257576077907
"17",169.86343600173,169.86343600173,149.038157640334
"18",169.408176223824,169.408176223824,163.684616814495
"19",216.315885847101,216.315885847101,170.004879303266
"20",179.561328251841,179.561328251841,167.899585160681
"21",205.179814460316,205.179814460316,155.321663354493
"22",177.019972456576,177.019972456576,164.424752031979
"23",173.425751730197,173.425751730197,171.320637546258
"24",187.335103704765,187.335103704765,154.209727297741
"25",185.86256533957,185.86256533957,154.433169577067
"26",214.89243209408,214.89243209408,173.041136697265
"27",191.429987475311,191.429987475311,172.741760477003
"28",210.630660642145,210.630660642145,153.875584891041
"29",179.904920537054,179.904920537054,136.659902168058
"30",161.62581096377,161.62581096377,160.567495888113
"31",188.781872648569,188.781872648569,159.981716104291
"32",199.447958873796,199.447958873796,173.470867720814
"33",145.413163562976,145.413163562976,153.407267784975
"34",92.1637220469275,92.1637220469275,170.721475958647
"35",212.840695305242,212.840695305242,168.476095558421
"36",168.217874378625,168.217874378625,162.406015591278
"37",149.823415966735,149.823415966735,165.321674534498
"38",163.73767640252,163.73767640252,178.366477233044
"39",215.359963025029,215.359963025029,159.209385127473
"40",183.051244177353,183.051244177353,160.497920949114
"41",144.402020552209,144.402020552209,173.542553219658
"42",186.639329327211,186.639329327211,161.215094698056
"43",188.781872648569,188.781872648569,167.328118449359
"44",260.052729523992,260.052729523992,158.033868953539
"45",209.996242029807,209.996242029807,155.88665399699
"46",170.045049066771,170.045049066771,178.596081498644
"47",192.909888532331,192.909888532331,169.145650001797
"48",145.085523776721,145.085523776721,162.64497463465
"49",142.345375302154,142.345375302154,171.339626925631
"50",142.247206077808,142.247206077808,173.542553219965
"51",166.107236055179,166.107236055179,153.765464529512
"52",166.971125229427,166.971125229427,164.842160763138
"53",148.284613375106,148.284613375106,173.542553219716
"54",181.559071967289,181.559071967289,160.915809148156
"55",137.657794839618,137.657794839618,155.080297223011
"56",183.117508403787,183.117508403787,170.09441435311
"57",202.609007897747,202.609007897747,136.249569931641
"58",216.028740865888,216.028740865888,182.97258676581
"59",213.741397938619,213.741397938619,158.404057483777
"60",126.284890199097,126.284890199097,116.375408856765
"61",190.487562921586,190.487562921586,170.027095464691
